complaint_id,citizen_id,complaint_text,department,resolution_time_days
5875,1929,Ambulance ka petrol khatam tha emergency mein hospital,Public Health & Relief,3
5862,1620,Relief distribution mein flood victims chhoot gaye,Public Health & Relief,8
5308,1574,College admission denied despite qualifying marks obtained,Education Department,38
5720,1688,Dhan ka khareed nahi hua is saal MSP pe,Agriculture & Forestry,40
5219,1314,Property ID update pending since last year at ULB office,Urban Administration,32
5428,1510,Sukanya samridhi yojana interest credit nahi hua account mein,Social Welfare Department,14
5131,1529,MGNREGA muster roll mein fake entries ho rahi hain,Panchayat Department,41
5356,1609,Principal ne private tuition force kiya students ko,Education Department,12
5290,1597,"Death certificate applied 3 weeks ago, not received yet",Urban Administration,35
5463,1586,IGNOAPS pension not received for last 3 consecutive months,Social Welfare Department,45
5485,1632,Juvenile justice board ne case 4 mahine mein nahi dekha,Social Welfare Department,16
5517,1096,Petrol pump NOC application stuck since 5 months,Licensing & Regulatory Services,22
5865,1200,Swasthya shivir mein galat medicine de di ek patient ko,Public Health & Relief,5
5341,1864,Child mein ek baar bhi vaccination nahi aayi school mein,Education Department,4
5696,1785,"mujhe district judge se milna tha, appointment nahi mili",Judicial & Legal Services,4
5783,1201,Animal feed distribution stopped under MGNREGA scheme,Agriculture & Forestry,6
5446,1648,Bal vivah complaint registered but marriage happened anyway,Social Welfare Department,43
5632,1516,"Consumer dispute nahi suna, case transferred without notice",Judicial & Legal Services,5
5532,1580,Inspection officer ne bribe maanga license ke liye,Licensing & Regulatory Services,28
5475,1475,Nutritious food kit not delivered to malnourished child,Social Welfare Department,42
5353,1585,"Midday meal quality is very poor, children complaining",Education Department,35
5419,1505,Old age home application rejected with no explanation,Social Welfare Department,30
5167,1704,MGNREGA kaam band ho gaya bina kisi notice ke,Panchayat Department,11
5319,1774,Free uniform distribution not done this academic year,Education Department,13
5796,1674,Goshala scheme funding not received by registered body,Agriculture & Forestry,35
5393,1976,Annual sports event cancelled without any reason stated,Education Department,31
5581,1908,mera dukan ka trade license cancel ho gaya bina notice,Licensing & Regulatory Services,39
5779,1799,"Organic farming certification apply kiya tha, no progress",Agriculture & Forestry,17
5044,1050,My registered sale deed not reflecting in records portal,Revenue Department,38
5016,1096,registry ke baad mutation update nahi hua 4 mahine ho gaye,Revenue Department,44
5669,1126,Free legal aid lawyer quality bahut kharab tha mujhe,Judicial & Legal Services,45
5819,1766,Disability relief support not given to earthquake victim,Public Health & Relief,29
5515,1305,Electricity connection license delayed for new workshop,Licensing & Regulatory Services,34
5083,1561,Farmer certificate reject kar diya bina proper explanation ke,Revenue Department,34
5530,1157,Scrap dealer registration application rejected wrongly,Licensing & Regulatory Services,9
5877,1133,Doctor ne private hospital refer kar diya without trying,Public Health & Relief,41
5803,1585,Ambulance service call pe response nahi aaya,Public Health & Relief,28
5580,1793,Scrap dealer registration application rejected wrongly,Licensing & Regulatory Services,38
5638,1661,Motor accident tribunal order execution pending months,Judicial & Legal Services,40
5504,1799,Driving license correction application pending 3 months,Licensing & Regulatory Services,8
5223,1600,"Park in my area overgrown, municipal staff not maintaining",Urban Administration,14
5095,1424,patta milne ke baad bhi record update nahi hua gaon mein,Revenue Department,29
5856,1184,Malaria spray nahi kiya hamara area mein is monsoon,Public Health & Relief,23
5826,1824,Epidemic control measure not taken in affected village,Public Health & Relief,38
5544,1425,Electrical contractor license renewal rejected unfairly,Licensing & Regulatory Services,26
5438,1320,NMMS scholarship nahi mili class 9 students ko abhi tak,Social Welfare Department,12
5118,1183,"Water pipeline broken near ward 5, no repair done yet",Panchayat Department,37
5099,1967,Survey correction request rejected without valid reason given,Revenue Department,20
5837,1848,"NHM nurse struck off duty, ward empty without notice",Public Health & Relief,11
5775,1084,"Paani ke liye nalkoop on private land, subsidy nahi mili",Agriculture & Forestry,10
5047,1222,tehsildar ke paas complaint di thi koi sunta nahi,Revenue Department,22
5312,1177,Sports equipment not provided despite government order,Education Department,24
5706,1097,Beej vitran mein biij ki quality bahut kharab thi,Agriculture & Forestry,37
5155,1030,road construction kaam adhura chhod diya contractors ne,Panchayat Department,3
5558,1700,mera pesticide dealer license renew nahi hua is saal,Licensing & Regulatory Services,13
5781,1865,Forest clearance for farm road not given in 6 months,Agriculture & Forestry,41
5606,1812,court ka notice mila but no service was ever done,Judicial & Legal Services,16
5494,1884,Scholarship for ST girl stopped mid-year without notice,Social Welfare Department,16
5477,1446,"Old widow has no family, not receiving any government help",Social Welfare Department,21
5651,1703,"Legal aid request sent 3 months ago, no lawyer assigned",Judicial & Legal Services,25
5698,1347,Court registry counter closes early without any notice,Judicial & Legal Services,33
5202,1609,"naali ka paani road pe aa raha hai, bhrashtachar hai",Urban Administration,25
5712,1623,Drip irrigation subsidy amount credited to wrong account,Agriculture & Forestry,39
5272,1350,"Old footpath tiles damaged, tripping hazard for elderly",Urban Administration,36
5228,1565,Slaughterhouse effluent flowing on road near old market,Urban Administration,17
5525,1237,Fertilizer dealer license inspection not done on time,Licensing & Regulatory Services,36
5498,1169,mujhe NSAP pension list se bina reason hataya gaya,Social Welfare Department,9
5809,1145,ASHA worker ka payment 4 mahine se pending hai,Public Health & Relief,6
5552,1757,Food stall ka FSSAI license nahi mila 4 mahine ho gaye,Licensing & Regulatory Services,8
5032,1407,Revenue case No. 47 sunwai date miss ho gayi bina notice ke,Revenue Department,41
5288,1391,"bijli ke khambe ke paas paani bhar raha, khatarnaak hai",Urban Administration,44
5077,1942,Digitization error in old khasra records not corrected,Revenue Department,22
5657,1047,Consumer complaint forum mein case 8 mahine se stale,Judicial & Legal Services,16
5716,1641,Animal husbandry officer ne vaccination nahi kiya pashu ka,Agriculture & Forestry,26
5284,1427,Trade license renewal delayed by 6 weeks at ULB counter,Urban Administration,10
5812,1007,Relief distribution mein flood victims chhoot gaye,Public Health & Relief,36
5112,1526,Public toilet at bus stand not being cleaned properly,Panchayat Department,22
5743,1287,Forest permit nahi mila for minor produce collection,Agriculture & Forestry,39
5232,1621,Illegal hoarding put on public park boundary wall,Urban Administration,34
5763,1666,Vermi compost unit scheme laabh nahi mila registered farmer,Agriculture & Forestry,17
5265,1214,Street light complaint lodged 5 times but no response,Urban Administration,6
5278,1692,Slaughterhouse effluent flowing on road near old market,Urban Administration,36
5593,1941,Solar panel installer registration pending at CREDA,Licensing & Regulatory Services,29
5151,1288,gram panchayat mein sarpanch funds ka misuse kar raha hai,Panchayat Department,24
5088,1976,mutation process complete nahi hua even after 90 days,Revenue Department,18
5620,1819,Execution order not implemented by court for 3 months,Judicial & Legal Services,22
5007,1471,bhu lekh portal pe meri zameen ka vivran galat hai,Revenue Department,12
5127,1940,"gaon mein plastic waste problem, koi collection nahi",Panchayat Department,4
5729,1658,"Organic farming certification apply kiya tha, no progress",Agriculture & Forestry,22
5736,1941,Cotton procurement stopped mid-season without any notice,Agriculture & Forestry,9
5744,1362,Poultry scheme under SC welfare not implemented here,Agriculture & Forestry,13
5130,1078,social audit board meeting postponed 4 times without reason,Panchayat Department,8
5861,1771,"Sanitation worker infected disease, no support given",Public Health & Relief,27
5249,1716,Construction debris on footpath not cleared by contractor,Urban Administration,21
5153,1363,"Panchayat building closed, no government work being done",Panchayat Department,29
5680,1728,Mediation mein doosri party ne agreement nahi maana,Judicial & Legal Services,35
5296,1895,pothole on main road causing accidents since 3 weeks,Urban Administration,34
5236,1456,"Municipal school building in bad condition, roof leaking",Urban Administration,3
5639,1849,Munsif court orders not followed by state agency,Judicial & Legal Services,27
5628,1364,Legal aid clinic closed without notice in village area,Judicial & Legal Services,5
5338,1850,"School compound wall damaged, security risk for children",Education Department,3
5018,1763,Income certificate application rejected without proper reason,Revenue Department,6
5424,1714,Disability pension amount reduced without intimation given,Social Welfare Department,28
5381,1199,Hindi medium school converted to English without notice,Education Department,22
5279,1810,Birth certificate application portal not working since days,Urban Administration,41
5528,1878,Commercial building occupancy certificate not issued timely,Licensing & Regulatory Services,33
5122,1914,"Borewell motor damaged, villagers fetching water from far",Panchayat Department,7
5737,1615,Borewell subsidy pending at district agriculture office,Agriculture & Forestry,30
5193,1833,"Road tar melting and damaging in summer, no action taken",Panchayat Department,32
5090,1034,boundary dispute resolution meeting postponed thrice already,Revenue Department,19
5786,1896,Cotton procurement stopped mid-season without any notice,Agriculture & Forestry,35
5204,1628,Building permit application pending for more than 3 months,Urban Administration,27
5339,1194,Coaching class scheme funds not reaching beneficiaries,Education Department,33
5234,1704,Trade license renewal delayed by 6 weeks at ULB counter,Urban Administration,5
5750,1490,MIDH scheme greenhouse subsidy application pending months,Agriculture & Forestry,7
5369,1453,Free uniform distribution not done this academic year,Education Department,11
5641,1822,Lok Adalat award nahi mila hone ke 2 mahine baad,Judicial & Legal Services,41
5009,1846,My land survey dispute unresolved for 3 months,Revenue Department,27
5154,1807,"gaon mein pani ki problem hai, panchayat kuch nahi karti",Panchayat Department,30
5792,1810,Sugar cane arrears from mill not paid to farmers yet,Agriculture & Forestry,21
5348,1942,Supplementary exam fee paid but form rejected wrongly,Education Department,30
5058,1480,court fee stamp refund request pending since last year,Revenue Department,24
5371,1405,Migration certificate application pending at DEO office,Education Department,26
5111,1267,street light kharab hai 1 mahine se koi nahi aaya,Panchayat Department,25
5185,1194,Toilet construction stopped midway under ODF scheme,Panchayat Department,29
5464,1395,Welfare officer ka number hi band rehta hai hamesha,Social Welfare Department,37
5065,1859,ek hi khasra number do logon ko diya gaya hai district mein,Revenue Department,12
5883,1788,Health ID card nahi bana hai mera abhi tak,Public Health & Relief,37
5615,1340,Electronic court fee challan not accepted at window,Judicial & Legal Services,27
5317,1849,PTM ek baar bhi nahi ki school ne pichle saal mein,Education Department,4
5635,1060,Child custody order not implemented by responding parent,Judicial & Legal Services,12
5876,1138,Epidemic control measure not taken in affected village,Public Health & Relief,27
5536,1234,CGPDTM registration pending for new small business,Licensing & Regulatory Services,41
5858,1691,Health worker ne vaccination camp nahi kiya as scheduled,Public Health & Relief,43
5764,1939,Forest rights patta nahi mila tribal adivasi ko,Agriculture & Forestry,6
5329,1563,"School has no electricity, students sit in dark classes",Education Department,16
5534,1303,Timber depot license renewal not processed in time,Licensing & Regulatory Services,16
5001,1789,"land mutation request pending for 6 months, no response from office",Revenue Department,28
5035,1224,Diversion application stuck in revenue office for 5 months,Revenue Department,32
5852,1017,"PHC mein doctor nahi rehta, sirf nurse milti hai",Public Health & Relief,21
5400,1233,"Music teacher post vacant, students missing out on arts",Education Department,24
5761,1808,Crop survey nahi hua for flood damaged field area,Agriculture & Forestry,11
5848,1623,Rural ambulance driver ne raat ko call attend nahi ki,Public Health & Relief,20
5350,1231,"Music teacher post vacant, students missing out on arts",Education Department,13
5156,1237,Village pond is filled with garbage nobody cleaning it,Panchayat Department,3
5349,1770,Parent complaint about corporal punishment in school,Education Department,40
5208,1760,Sewage overflow near main market causing health hazard,Urban Administration,33
5184,1117,"Overhead tank leaking, half water wasted daily",Panchayat Department,7
5281,1955,Road repair in rainy season done with poor quality material,Urban Administration,3
5894,1406,Rogi kalyan samiti meeting nahi hui 6 mahine se,Public Health & Relief,26
5331,1663,Hindi medium school converted to English without notice,Education Department,26
5152,1868,MGNREGA payment nahi mila 3 mahine ho gaye hai,Panchayat Department,39
5735,1018,Goat rearing scheme application pending for 5 months,Agriculture & Forestry,34
5089,1545,tahsil ne mujhe galat counter pe bhej diya baar baar,Revenue Department,4
5212,1352,Footpath blocked by construction debris for weeks,Urban Administration,13
5136,1727,Gram Panchayat not issuing residence certificate promptly,Panchayat Department,43
5510,1537,Construction NOC pending from fire department for months,Licensing & Regulatory Services,28
5842,1226,Health department inspection team ne kuch nahi kiya,Public Health & Relief,42
